"Notes"	"MMWR Year"	"MMWR Year Code"	"MMWR Week"	"MMWR Week Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2021"	"2021"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1944	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#Alzheimer disease (G30)"	"GR113-052"	2049	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11561	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1903	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#Alzheimer disease (G30)"	"GR113-052"	2185	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11381	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1808	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#Alzheimer disease (G30)"	"GR113-052"	1965	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11568	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1905	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#Alzheimer disease (G30)"	"GR113-052"	2038	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11599	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1907	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#Alzheimer disease (G30)"	"GR113-052"	2123	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11346	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1894	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#Alzheimer disease (G30)"	"GR113-052"	2097	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11525	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1865	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#Alzheimer disease (G30)"	"GR113-052"	2015	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11578	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1712	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#Alzheimer disease (G30)"	"GR113-052"	2165	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11263	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1781	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#Alzheimer disease (G30)"	"GR113-052"	2007	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11484	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1737	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#Alzheimer disease (G30)"	"GR113-052"	2040	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11343	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1811	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#Alzheimer disease (G30)"	"GR113-052"	2091	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11506	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1806	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#Alzheimer disease (G30)"	"GR113-052"	2093	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11488	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1854	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"#Alzheimer disease (G30)"	"GR113-052"	1979	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 26 ending July 03, 2021"	"2021/26"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11566	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 26 ending July 03, 2021"	"2021/26"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1823	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 26 ending July 03, 2021"	"2021/26"	"#Alzheimer disease (G30)"	"GR113-052"	2053	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 27 ending July 10, 2021"	"2021/27"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11490	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 27 ending July 10, 2021"	"2021/27"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1723	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 27 ending July 10, 2021"	"2021/27"	"#Alzheimer disease (G30)"	"GR113-052"	1972	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 28 ending July 17, 2021"	"2021/28"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11566	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 28 ending July 17, 2021"	"2021/28"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1775	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 28 ending July 17, 2021"	"2021/28"	"#Alzheimer disease (G30)"	"GR113-052"	2023	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 29 ending July 24, 2021"	"2021/29"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11526	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 29 ending July 24, 2021"	"2021/29"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1795	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 29 ending July 24, 2021"	"2021/29"	"#Alzheimer disease (G30)"	"GR113-052"	2037	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 30 ending July 31, 2021"	"2021/30"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11640	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 30 ending July 31, 2021"	"2021/30"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1768	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 30 ending July 31, 2021"	"2021/30"	"#Alzheimer disease (G30)"	"GR113-052"	2138	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 31 ending August 07, 2021"	"2021/31"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11777	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 31 ending August 07, 2021"	"2021/31"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1912	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 31 ending August 07, 2021"	"2021/31"	"#Alzheimer disease (G30)"	"GR113-052"	2157	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 32 ending August 14, 2021"	"2021/32"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11980	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 32 ending August 14, 2021"	"2021/32"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2011	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 32 ending August 14, 2021"	"2021/32"	"#Alzheimer disease (G30)"	"GR113-052"	2155	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 33 ending August 21, 2021"	"2021/33"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11866	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 33 ending August 21, 2021"	"2021/33"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1949	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 33 ending August 21, 2021"	"2021/33"	"#Alzheimer disease (G30)"	"GR113-052"	2192	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 34 ending August 28, 2021"	"2021/34"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11765	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 34 ending August 28, 2021"	"2021/34"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2009	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 34 ending August 28, 2021"	"2021/34"	"#Alzheimer disease (G30)"	"GR113-052"	2272	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 35 ending September 04, 2021"	"2021/35"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11714	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 35 ending September 04, 2021"	"2021/35"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2006	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 35 ending September 04, 2021"	"2021/35"	"#Alzheimer disease (G30)"	"GR113-052"	2315	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 36 ending September 11, 2021"	"2021/36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11511	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 36 ending September 11, 2021"	"2021/36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2041	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 36 ending September 11, 2021"	"2021/36"	"#Alzheimer disease (G30)"	"GR113-052"	2261	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 37 ending September 18, 2021"	"2021/37"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11821	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 37 ending September 18, 2021"	"2021/37"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2033	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 37 ending September 18, 2021"	"2021/37"	"#Alzheimer disease (G30)"	"GR113-052"	2378	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 38 ending September 25, 2021"	"2021/38"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11727	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 38 ending September 25, 2021"	"2021/38"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2015	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 38 ending September 25, 2021"	"2021/38"	"#Alzheimer disease (G30)"	"GR113-052"	2320	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 39 ending October 02, 2021"	"2021/39"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11884	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 39 ending October 02, 2021"	"2021/39"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1977	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 39 ending October 02, 2021"	"2021/39"	"#Alzheimer disease (G30)"	"GR113-052"	2303	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 40 ending October 09, 2021"	"2021/40"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11726	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 40 ending October 09, 2021"	"2021/40"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1956	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 40 ending October 09, 2021"	"2021/40"	"#Alzheimer disease (G30)"	"GR113-052"	2272	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 41 ending October 16, 2021"	"2021/41"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11686	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 41 ending October 16, 2021"	"2021/41"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1872	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 41 ending October 16, 2021"	"2021/41"	"#Alzheimer disease (G30)"	"GR113-052"	2168	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 42 ending October 23, 2021"	"2021/42"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11735	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 42 ending October 23, 2021"	"2021/42"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1894	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 42 ending October 23, 2021"	"2021/42"	"#Alzheimer disease (G30)"	"GR113-052"	2296	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 43 ending October 30, 2021"	"2021/43"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11735	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 43 ending October 30, 2021"	"2021/43"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2023	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 43 ending October 30, 2021"	"2021/43"	"#Alzheimer disease (G30)"	"GR113-052"	2283	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 44 ending November 06, 2021"	"2021/44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11699	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 44 ending November 06, 2021"	"2021/44"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2017	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 44 ending November 06, 2021"	"2021/44"	"#Alzheimer disease (G30)"	"GR113-052"	2316	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 45 ending November 13, 2021"	"2021/45"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11904	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 45 ending November 13, 2021"	"2021/45"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2064	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 45 ending November 13, 2021"	"2021/45"	"#Alzheimer disease (G30)"	"GR113-052"	2483	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 46 ending November 20, 2021"	"2021/46"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11639	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 46 ending November 20, 2021"	"2021/46"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2008	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 46 ending November 20, 2021"	"2021/46"	"#Alzheimer disease (G30)"	"GR113-052"	2420	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 47 ending November 27, 2021"	"2021/47"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11701	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 47 ending November 27, 2021"	"2021/47"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2080	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 47 ending November 27, 2021"	"2021/47"	"#Alzheimer disease (G30)"	"GR113-052"	2444	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 48 ending December 04, 2021"	"2021/48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11845	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 48 ending December 04, 2021"	"2021/48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2063	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 48 ending December 04, 2021"	"2021/48"	"#Alzheimer disease (G30)"	"GR113-052"	2400	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 49 ending December 11, 2021"	"2021/49"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	12084	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 49 ending December 11, 2021"	"2021/49"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2115	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 49 ending December 11, 2021"	"2021/49"	"#Alzheimer disease (G30)"	"GR113-052"	2384	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 50 ending December 18, 2021"	"2021/50"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11652	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 50 ending December 18, 2021"	"2021/50"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2130	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 50 ending December 18, 2021"	"2021/50"	"#Alzheimer disease (G30)"	"GR113-052"	2432	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 51 ending December 25, 2021"	"2021/51"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11836	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 51 ending December 25, 2021"	"2021/51"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2105	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 51 ending December 25, 2021"	"2021/51"	"#Alzheimer disease (G30)"	"GR113-052"	2541	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 52 ending January 01, 2022"	"2021/52"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11652	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 52 ending January 01, 2022"	"2021/52"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2295	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 52 ending January 01, 2022"	"2021/52"	"#Alzheimer disease (G30)"	"GR113-052"	2494	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 01 ending January 08, 2022 (provisional)"	"2022/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11952	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 01 ending January 08, 2022 (provisional)"	"2022/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2420	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 01 ending January 08, 2022 (provisional)"	"2022/01"	"#Alzheimer disease (G30)"	"GR113-052"	2616	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 02 ending January 15, 2022 (provisional)"	"2022/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	12270	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 02 ending January 15, 2022 (provisional)"	"2022/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2548	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 02 ending January 15, 2022 (provisional)"	"2022/02"	"#Alzheimer disease (G30)"	"GR113-052"	3007	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 03 ending January 22, 2022 (provisional)"	"2022/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11957	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 03 ending January 22, 2022 (provisional)"	"2022/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2593	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 03 ending January 22, 2022 (provisional)"	"2022/03"	"#Alzheimer disease (G30)"	"GR113-052"	2944	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 04 ending January 29, 2022 (provisional)"	"2022/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11900	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 04 ending January 29, 2022 (provisional)"	"2022/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2454	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 04 ending January 29, 2022 (provisional)"	"2022/04"	"#Alzheimer disease (G30)"	"GR113-052"	2981	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 05 ending February 05, 2022 (provisional)"	"2022/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11754	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 05 ending February 05, 2022 (provisional)"	"2022/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2431	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 05 ending February 05, 2022 (provisional)"	"2022/05"	"#Alzheimer disease (G30)"	"GR113-052"	2955	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 06 ending February 12, 2022 (provisional)"	"2022/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11836	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 06 ending February 12, 2022 (provisional)"	"2022/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2230	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 06 ending February 12, 2022 (provisional)"	"2022/06"	"#Alzheimer disease (G30)"	"GR113-052"	2752	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 07 ending February 19, 2022 (provisional)"	"2022/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11650	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 07 ending February 19, 2022 (provisional)"	"2022/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2017	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 07 ending February 19, 2022 (provisional)"	"2022/07"	"#Alzheimer disease (G30)"	"GR113-052"	2500	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 08 ending February 26, 2022 (provisional)"	"2022/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11249	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 08 ending February 26, 2022 (provisional)"	"2022/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1938	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 08 ending February 26, 2022 (provisional)"	"2022/08"	"#Alzheimer disease (G30)"	"GR113-052"	2418	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 09 ending March 05, 2022 (provisional)"	"2022/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11535	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 09 ending March 05, 2022 (provisional)"	"2022/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2033	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 09 ending March 05, 2022 (provisional)"	"2022/09"	"#Alzheimer disease (G30)"	"GR113-052"	2316	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 10 ending March 12, 2022 (provisional)"	"2022/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11501	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 10 ending March 12, 2022 (provisional)"	"2022/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1940	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 10 ending March 12, 2022 (provisional)"	"2022/10"	"#Alzheimer disease (G30)"	"GR113-052"	2179	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 11 ending March 19, 2022 (provisional)"	"2022/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11556	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 11 ending March 19, 2022 (provisional)"	"2022/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1964	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 11 ending March 19, 2022 (provisional)"	"2022/11"	"#Alzheimer disease (G30)"	"GR113-052"	2141	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 12 ending March 26, 2022 (provisional)"	"2022/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11412	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 12 ending March 26, 2022 (provisional)"	"2022/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1919	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 12 ending March 26, 2022 (provisional)"	"2022/12"	"#Alzheimer disease (G30)"	"GR113-052"	2107	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 13 ending April 02, 2022 (provisional)"	"2022/13"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11487	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 13 ending April 02, 2022 (provisional)"	"2022/13"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1800	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 13 ending April 02, 2022 (provisional)"	"2022/13"	"#Alzheimer disease (G30)"	"GR113-052"	2050	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 14 ending April 09, 2022 (provisional)"	"2022/14"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11439	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 14 ending April 09, 2022 (provisional)"	"2022/14"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1869	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 14 ending April 09, 2022 (provisional)"	"2022/14"	"#Alzheimer disease (G30)"	"GR113-052"	2108	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 15 ending April 16, 2022 (provisional)"	"2022/15"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11465	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"2022 Week 15 ending April 16, 2022 (provisional)"	"2022/15"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1812	Not Applicable	Not Applicable
